Year,Duration,Genre,Rating,Votes,Director
1974,140.0,"Action, Drama, Mystery",6.0,381,Nisar Ahmad Ansari
1979,139.0,"Drama, Romance",6.8,176,Hrishikesh Mukherjee
1996,134.0,Action,5.4,31,T.L.V. Prasad
1989,146.0,"Action, Crime",4.6,23,David Dhawan
2019,109.0,Drama,7.9,30,Kislay
2007,135.0,"Comedy, Drama, Romance",5.3,495,Meghna Gulzar
1956,121.0,Drama,6.5,24,Kedar Kapoor
1973,127.0,"Crime, Drama",6.0,8,Adurthi Subba Rao
1983,156.0,"Drama, Action, Comedy",5.6,75,K. Raghavendra Rao
2000,133.0,Action,4.3,21,Manish Khandewal
2021,124.0,Comedy,5.9,41,Ali Haji
1981,133.0,Action,5.3,9,R.P. Swamy
2004,108.0,Thriller,5.5,22,Ali Khan
1971,138.0,"Action, Crime",5.2,33,M.V. Raman
1986,143.0,"Action, Drama, Thriller",5.6,262,Sudesh Issar
2000,133.0,Action,5.1,16,Vicky Ranawat
1980,162.0,"Action, Romance, Drama",5.8,28,Prakash Mehra
2000,135.0,"Action, Drama",4.2,29,Jagdish A. Sharma
1944,120.0,"Drama, Romance",7.6,34,Amiya Chakrabarty
1973,134.0,"Drama, Family",6.7,58,Adurthi Subba Rao
2019,90.0,Drama,8.0,24,Rajni Basumatary
1973,121.0,Drama,6.5,24,Satyen Bose
1969,134.0,"Drama, Family",6.2,6,Dulal Guha
1981,144.0,Drama,5.9,31,Pramod Chakravorty
1980,166.0,"Drama, Family, Action",5.0,38,Narayana Rao Dasari
1988,121.0,Drama,6.5,24,Silk Smitha
1990,121.0,Drama,6.5,24,Mehmood Khan
2019,102.0,"Action, Sci-Fi",6.5,10978,Vishwanath Batchu
2021,142.0,"Action, Crime, Drama",5.6,127,Prashanth Neel
2019,120.0,Adventure,5.75,10,Lloyd Baptista
2017,139.0,"Action, Crime, Drama",7.1,24942,Sanjay Gupta
2002,135.0,Action,6.5,29,Vicky Ranawat
2021,170.0,"Action, Drama, Fantasy",9.1,2219,Prabu Solomon
1987,143.0,"Drama, Romance",6.1,97,A. Jagannathan
1990,125.0,"Drama, Thriller",3.4,18,Sudhanshu Hakku
2007,133.0,Action,3.3,174,Amitoj Mann
1968,121.0,Drama,6.5,24,Unknown
2013,149.0,"Drama, Thriller",7.1,274,Ram Ramesh Sharma
2021,109.0,"Biography, Comedy, Drama",7.6,6738,Satish Kaushik
2015,109.0,Comedy,3.9,136,Anil Chaudhary
1959,148.0,Romance,8.0,2136,Guru Dutt
2017,127.0,Documentary,8.9,203,Brahmanand S. Singh
1975,121.0,Drama,6.5,11,B.R. Ishara
1965,168.0,"Drama, Musical, Romance",6.2,119,Ram Maheshwari
1992,121.0,Drama,6.5,24,Unknown
2005,126.0,"Adventure, Horror, Mystery",4.6,5039,Soham Shah
1985,121.0,Drama,6.5,24,Siva Krishna
1992,121.0,Drama,6.5,24,Raja Bundela
1988,146.0,"Action, Drama",5.8,13,Dilip Shankar
2018,162.0,"Action, Drama",6.7,8163,Pa. Ranjith
1978,137.0,"Action, Thriller",6.3,11,Ramesh Lakhanpal
2000,109.0,Horror,2.6,5,Neelima Azim
1979,176.0,"Action, Drama, History",7.7,2207,Yash Chopra
1995,108.0,Thriller,5.5,22,Mahesh Kapoor
1999,119.0,"Action, Crime, Romance",4.2,36,Deepak Bahry
1975,137.0,"Action, Thriller",6.4,61,Ravikant Nagaich
2018,112.0,"Comedy, Thriller",6.3,2612,Akshat Verma
1951,121.0,Drama,6.5,24,Shyam Sunder
2020,121.0,Drama,6.5,24,Nitesh Sinha
1960,121.0,Drama,6.5,24,Unknown
2020,90.0,"Drama, Horror, Mystery",3.4,1032,Terrie Samundra
2000,90.0,Action,5.0,7,Saabir
2000,109.0,Horror,4.7,18,Kishan Shah
2000,142.0,"Action, Crime, Drama",6.2,29,Vijay Reddy
1981,157.0,"Action, Drama",6.8,1412,Tinnu Anand
1997,133.0,Action,5.9,42,Deepti Bhatnagar
2010,79.0,"Action, Drama, Horror",3.3,260,Wilson Louis
2001,108.0,Thriller,5.5,22,Unknown
2000,109.5,"Horror, Thriller",4.199999999999999,230,Unknown
2005,108.0,Thriller,5.5,22,Anil Nagrath
2004,73.0,Drama,2.7,9,Kanti Shah
2000,108.0,Thriller,5.5,22,Unknown
2003,108.0,Thriller,5.5,22,Suresh Jain
2001,108.0,Thriller,5.5,22,Unknown
2005,108.0,Thriller,5.5,22,Unknown
2004,87.0,"Drama, Thriller",6.2,104,Chandni Gupta
2005,108.0,Thriller,5.5,22,Bharat Kapoor
1975,136.0,Thriller,6.4,13,Prem Kapoor
1999,125.0,"Drama, Thriller",6.2,104,K.I. Sheikh
1987,134.0,"Drama, Music",4.6,7,Ashok Kumar
2008,150.0,"Action, Comedy, Drama",6.6,75,Chi Gurudutt
1982,135.0,"Drama, Family",6.6,131,K. Viswanath
1972,121.0,Drama,6.5,24,K. Chatterjee
1999,108.0,Thriller,5.5,22,Deepak
1991,108.0,Thriller,5.5,22,Unknown
2001,108.0,Thriller,5.5,22,V.K. Singh
2006,121.0,Drama,6.5,24,Suresh Jain
1984,133.0,Action,5.5,18,K. Raghavendra Rao
1986,134.0,"Drama, Family",4.5,8,M.N. Yasin
2014,151.0,"Drama, Musical, Romance",4.2,590,Subhash Ghai
2020,101.0,Drama,7.3,85,Dedipya Joshii
2013,121.0,Drama,6.5,24,Kumar Santosh Gupta
1989,127.0,"Action, Crime",3.8,10,P. Chandrasekhar
2005,108.0,Thriller,5.5,22,Unknown
1998,124.0,Comedy,5.9,41,Ravi Verma
2002,150.0,"Action, Crime, Drama",6.5,4738,Sanjay Gupta
1981,134.0,"Drama, Family",6.3,21,B.R. Ishara
1990,138.0,Drama,4.8,17,Ranjeet
1987,140.0,Drama,6.3,197,Mahesh Bhatt
2015,106.0,Drama,5.0,20,Ishaan Nair
2009,108.0,Thriller,5.7,21,B.H. Tharun Kumar
2014,128.0,Drama,6.5,24,Manju Bharti
2003,149.0,Comedy,3.6,7,Mangal Anand
2018,125.0,Thriller,5.4,259,Dhiraj Kumar
1959,113.0,Mystery,5.85,15,Chandrashekhar
1988,121.0,Drama,5.8,9,T. Prakash Rao
1985,108.0,Thriller,5.5,22,A.K. Mishra
1970,136.0,"Action, Mystery, Romance",6.8,117,Arjun Hingorani
2021,132.0,Drama,6.6,76,Varadraj Swami
2014,110.0,Comedy,5.9,41,Rabinder Parasher
2018,140.0,Thriller,5.5,22,S.P. Nimbawat
2016,153.0,"Action, Crime, Drama",6.2,11886,Pa. Ranjith
1982,121.0,Drama,6.5,24,Unknown
1976,139.0,"Action, Adventure, Crime",6.5,19,Bolu Khosla
2006,193.0,"Drama, Romance",6.1,18783,Karan Johar
1958,134.0,"Drama, Family",6.3,21,C.P. Dixit
2019,135.0,"Drama, Romance, Thriller",5.25,285,Yogendra Singh
1971,134.0,"Drama, Family",6.3,21,Chandrakant
1992,121.0,Drama,6.5,24,Basu Bhattacharya
2021,121.0,Drama,6.5,24,Farhad Samji
1994,158.0,"Comedy, Drama, Music",7.8,17567,Kundan Shah
2008,113.0,Mystery,5.85,15,Amol Shetge
2001,210.0,"Drama, Musical, Romance",7.4,46172,Karan Johar
2004,133.0,Action,5.1,16,Haresh
1998,157.0,"Action, Drama, Romance",4.3,158,Priyadarshan
1999,95.0,"Comedy, Family",6.2,20,Virendra Saini
2008,102.0,Drama,6.5,24,Kallol Sen
2014,102.0,Family,6.0,14,Paritosh Goswami
1976,177.0,"Drama, Romance",7.4,1986,Yash Chopra
2002,132.5,"Comedy, Drama, Family",4.4,14,Roop Dutta Naik
2019,173.0,"Action, Drama, Romance",7.1,27731,Sandeep Reddy Vanga
2003,121.0,Drama,6.5,24,Raju V.V.
1963,123.0,"Action, Musical",4.8,9,K. Amarnath
1988,135.0,Horror,3.7,27,Mohan Bhakri
2000,109.0,Horror,3.1,16,Ramesh U. Lakhiani
2006,105.0,"Adventure, Comedy, Drama",6.8,3181,Kabir Khan
1961,95.0,Drama,7.8,317,Hemen Gupta
2021,150.0,"Action, Adventure",5.8,23,R. Chandru
1988,143.0,"Action, Crime, Drama",5.9,185,Mahesh Bhatt
2011,141.0,"Comedy, Family",6.4,88,Sagar Ballary
1977,121.0,Drama,4.4,7,Jambulingam
1999,144.0,"Action, Drama, Thriller",6.0,1428,Milan Luthria
1982,133.0,Action,5.3,27,Narendra Bedi
2000,108.0,Thriller,5.5,22,Abid
1987,95.0,Thriller,5.5,22,Kapil Dev
1987,121.0,Drama,6.5,24,K.R. Rangan
2006,145.0,"Action, Drama",6.1,34,Sanjay D. Singh
1993,96.0,Thriller,5.5,22,Lakshmi Musari
2004,86.0,Drama,6.5,24,Kanti Shah
1998,89.0,Thriller,5.5,22,Preetha
2019,108.0,"Comedy, Drama, Thriller",7.0,1381,Rajat Kapoor
1981,137.0,Drama,6.6,76,G.N. Rangarajan
2017,142.0,"Action, Adventure, Drama",5.3,417,N. Ragavan
1976,137.0,"Drama, Romance",6.4,7,Hk Verma
1996,158.0,"Comedy, Drama, Romance",6.8,458,Kathir
1998,135.0,"Drama, Romance",7.1,789,Saran
2019,136.0,Comedy,6.8,5,Laxman Singh
2017,95.0,Drama,8.1,985,Nila Madhab Panda
1990,147.0,Horror,5.8,48,Dhirendra Bohra
1981,121.0,Drama,6.5,24,Dhirendra Bohra
1952,123.5,Musical,5.300000000000001,11,Aravind Sen
2003,150.0,"Crime, Drama",5.7,50,N. Chandra
2012,122.0,"Mystery, Thriller",8.1,59060,Sujoy Ghosh
2016,127.0,"Mystery, Thriller",6.6,5159,Sujoy Ghosh
2008,112.0,"Biography, Drama",5.8,32,Prabhakar Shukla
1946,113.0,Mystery,5.85,15,Niranjan
1989,131.0,Action,6.9,7,Deepak Balraj Vij
2003,134.0,"Drama, Family",3.9,22,Vijay Kumar
1980,121.0,Drama,6.5,24,Unknown
2017,76.0,Documentary,7.65,34,Savyasachi Anju Prabir
1986,140.0,"Drama, Musical",5.4,10,Anil Kapoor
1981,121.0,Drama,5.3,11,M.S. Sathyu
1949,121.0,Drama,6.5,24,Nitin Bose
1981,138.0,"Action, Crime",5.2,9,S. Ramanathan
2014,121.0,Drama,6.5,24,Anmol
1971,90.0,Animation,6.3,13,Bhimsain
1973,137.0,"Drama, Romance",3.1,9,Rajkumar Kohli
2001,108.0,Thriller,5.5,22,Shakeela
1973,131.0,"Action, Drama",6.0,90,Arjun Hingorani
1999,133.0,Action,4.9,8,Farogh Siddique
2017,121.0,Drama,6.5,24,Akash Khurana
2000,86.0,Thriller,5.5,22,Poonam Balan
2001,108.0,Thriller,5.5,22,Tilak
1981,121.0,Drama,6.5,24,Unknown
2007,113.0,Mystery,5.85,15,Sunil Tiwari
1971,137.0,"Action, Comedy, Crime",5.3,356,Maruti
1968,121.0,Drama,6.9,14,Vijay Anand
1968,165.0,"Action, Crime, Thriller",5.6,14,Darshan Sabharwal
2014,138.0,"Drama, Musical, Romance",5.7,18,Mahesh Vaijnath Doijode
1963,120.0,Comedy,7.5,24,Kalpataru
2000,172.0,"Action, Musical, Romance",6.9,14186,Rakesh Roshan
1975,157.5,"Action, Family",5.2,21,Biswajit Chatterjee
1984,131.0,"Action, Drama",6.3,75,J. Mahendran
2013,120.0,"Drama, Sport",7.8,34048,Abhishek Kapoor
2004,121.0,Drama,6.5,24,R. Pandiaraajan
1999,93.0,Drama,5.4,104,Amol Palekar
2007,123.0,"Drama, Romance",6.2,54,Mohit Hussein
2007,121.0,Drama,6.5,24,Mohit Hussain
1964,121.0,Drama,6.6,11,Atma Ram
2003,146.5,"Crime, Romance",3.3,34,Anil Kumar Sharma
1995,120.0,Thriller,5.5,22,P. Vasu
1983,137.0,"Drama, Romance",6.2,81,D.S. Azad
1993,130.0,Romance,4.9,7,Akash Mehra
2013,132.0,Drama,6.6,131,Madhureeta Anand
2010,112.0,"Crime, Drama, Romance",2.8,404,Pooja Bhatt
2013,84.0,Drama,6.0,48,Hyder Kazmi
2019,121.0,Drama,6.5,24,Mahesh Manjrekar
2012,140.0,"Drama, Family, History",7.9,779,Mahesh Manjrekar
1971,156.0,"Family, Musical, Romance",6.9,308,Randhir Kapoor
1959,127.0,Drama,6.7,18,S.K. Prabhakar
1981,146.0,"Action, Drama",5.5,66,Girish Ranjan
2016,121.0,Drama,5.9,9,Dhruv Lather
2003,186.0,"Comedy, Drama, Musical",7.9,64972,Nikkhil Advani
1992,162.0,Action,6.2,65,B.R. Chopra
1992,121.0,Drama,6.5,24,Unknown
2009,134.0,"Action, Crime, Romance",3.6,435,Vivek Sharma
1958,121.0,Drama,6.5,24,Manher Desai
1987,121.0,Drama,6.5,24,Unknown
1978,130.0,Romance,5.7,21,Unknown
2005,120.0,"Drama, Mystery, Thriller",6.3,111,Ruchi Narain
1960,140.0,"Action, Drama, Mystery",6.0,7,Ved-Madan
1989,160.0,"Action, Drama",5.5,203,Rakesh Roshan
1960,163.0,"Crime, Drama, Musical",7.4,262,Vijay Anand
1975,133.0,Action,5.1,16,Unknown
1937,109.0,Horror,4.7,18,A.M. Khan
1962,108.0,Thriller,5.5,22,Amarnath
1956,133.0,Action,5.1,16,Amarnath
1993,142.0,"Action, Crime, Drama",3.3,6,Mehmood Khan
1984,109.0,Horror,4.7,18,Ashok Neemrania
1986,158.0,"Drama, Family",5.7,35,Sanjay Khan
1963,137.0,Fantasy,6.65,13,Khurshid Bawra
1958,164.0,"Crime, Musical, Romance",7.1,277,Raj Khosla
1980,126.0,Action,5.6,16,Shibu Mitra
1944,121.0,Drama,6.5,24,Dwarka Khosla
2022,121.0,Drama,6.5,24,Limosh Pawar
2014,120.0,Drama,6.5,24,Mayank Prakash Srivastava
1962,133.0,Action,5.1,16,Chitra
1985,146.0,"Action, Drama",4.3,6,Desh Gautam
1983,145.5,"Family, Romance",6.2,76,P. Sambasiva Rao
1977,145.0,"Action, Adventure, Drama",6.4,29,Ashok Roy
1993,143.0,"Action, Drama, Thriller",6.3,221,G.B. Vijay
1942,121.0,Drama,6.5,24,Jal Merchant
1979,121.0,Drama,5.4,12,Michael Chinappa
2019,166.0,"Drama, Romance",3.6,11873,Abhishek Varman
1993,120.0,"Drama, Family, Romance",6.2,33,Dharam Panesar
2004,133.0,Action,5.1,16,Unknown
2012,126.0,"Comedy, Drama, Family",6.3,314,Ravi M
1985,137.0,"Action, Thriller",5.4,54,Sudesh Issar
1987,133.0,Action,5.1,16,Bhanupriya
1990,133.0,Action,4.0,16,Raj N. Sippy
1951,145.0,"Drama, Romance",6.3,9,Kishore Sahu
1980,131.0,"Romance, Thriller, Mystery",5.8,33,Ved Rahi
1977,118.0,"Drama, Mystery",5.550000000000001,50,Shriram Bohra
2002,112.0,Drama,6.2,95,Fareeda Mehta
1959,129.0,"Musical, Romance",5.7,15,Tara Harish
2018,70.0,Drama,8.0,6,Sudhanshu Sharma
1976,143.0,"Action, Adventure, Crime",6.7,251,Subhash Ghai
1998,133.0,Action,4.9,11,Imran Khalid
1931,156.0,"Drama, History, Musical",6.2,12,H.M. Reddy
1996,121.0,Drama,6.5,24,Dilip Kumar
1982,130.0,Romance,5.7,21,Ratna Baburao
1983,121.0,Drama,6.0,8,Loksen Lalvani
1996,135.0,"Comedy, Romance",5.1,159,Pavithran
2021,121.0,Drama,6.5,24,Reyansh Behl
2004,102.0,Family,6.0,14,Satarupa Sanyal
1960,130.0,Romance,7.1,19,R.K. Rakhan
1948,122.0,Musical,6.7,39,Uday Shankar
2019,101.0,Drama,6.5,24,Pramode Kumar
1997,124.0,Drama,7.2,13,Bhabendra Nath Saikia
1940,121.0,Drama,6.5,24,Premankur Atorthy
1993,121.0,Drama,6.5,24,Unknown
1981,152.0,Drama,7.8,501,Shyam Benegal
2005,126.0,"Action, Crime, Drama",6.5,2566,Mohit Suri
2013,74.0,Documentary,7.65,34,Juri Mazumdar
2004,108.0,Thriller,5.5,22,Kamlesh Balani
1987,121.0,Drama,4.4,53,Babubhai Mistry
1999,165.0,Action,5.1,16,D. Rajendra Babu
1995,151.5,"Action, Romance",3.2,13,Shyam Ralhan
1983,121.0,Drama,6.5,24,Unknown
2001,108.0,Thriller,5.5,22,Unknown
2001,130.0,Thriller,5.2,17,Balvinder Sandhu
1999,108.0,Thriller,5.5,22,Ashok Kumar
2004,124.0,Comedy,5.9,41,Pradeep Pradhan
2012,148.0,"Comedy, Drama",4.1,750,Priyadarshan
2001,108.0,Thriller,5.5,22,Unknown
2004,108.0,Thriller,5.5,22,Sandeep Bhatt
1949,130.0,Romance,5.7,21,Jeevan
1950,134.0,"Drama, Family",6.3,21,D.D. Kashyap
2013,110.0,"Drama, Romance",6.5,510,Rupesh Paul
2009,142.0,"Action, Comedy, Romance",3.9,6741,Sabir Khan
2019,90.0,Drama,6.5,24,Mohit Nirmala
1989,108.0,Thriller,5.5,22,P. Chandrasekhar
2000,71.0,Thriller,5.5,22,Aman Sagar
2000,108.0,Thriller,5.5,22,Unknown
2009,130.0,"Action, Crime, Drama",7.4,16640,Vishal Bhardwaj
2020,109.0,Horror,4.7,18,Pran
1958,130.0,Romance,5.7,21,Unknown
1984,120.0,Drama,7.1,55,Jag Mundhra
1989,95.0,Drama,7.2,212,Basu Chatterjee
1992,46.0,Documentary,7.6,8,Reena Mohan
1935,133.0,Action,5.1,16,A.R. Kabuli
1992,130.0,Romance,5.7,21,Rita Bhaduri
1990,108.0,Thriller,5.5,22,Abhilasha
1991,108.0,Thriller,5.5,22,Unknown
1996,108.0,Thriller,5.5,22,Unknown
1997,88.0,Drama,5.1,12,Amit Suryavanshi
1963,124.0,"Adventure, Drama, Fantasy",5.8,10,Babubhai Mistry
1999,157.0,"Action, Drama",6.0,22,V. Gowthaman
1972,130.0,Romance,5.7,21,Charandas Shokh
1961,134.0,"Drama, Family",4.7,7,Harnam Singh Rawail
1955,130.0,Romance,5.7,21,Ajit
2019,133.0,Horror,4.7,18,Som Vats
2019,113.0,Drama,8.2,8,Shiva Rindani
1949,140.0,"Drama, History",6.2,5,Krishna Kumar
1939,139.0,"Drama, Romance",6.2,81,Franz Osten
1959,144.0,Mystery,6.8,9,Nanabhai Bhatt
1971,139.0,Drama,6.6,16,K.B. Tilak
1959,175.0,"Romance, Drama, Family",6.7,45,Om Prakash
1981,142.0,"Action, Crime, Drama",5.4,5,Khalid Sami
1950,121.0,Drama,6.5,24,K. Amarnath
2019,124.0,Comedy,5.9,41,Kamal Swaroop
1994,137.0,"Drama, Romance",3.7,7,R.K. Selvamani
2000,135.0,Romance,5.8,39,Sundar C.
1960,150.0,"Drama, Crime, Mystery",7.9,415,B.R. Chopra
1994,104.0,"Action, Drama",3.1,135,Sushma Shiromani
1989,162.0,"Action, Crime, Drama",5.6,146,Gopal B.
1981,112.0,"Action, Drama",5.5,66,Sham Jethani
1992,133.0,Action,5.1,16,Raj Bharat
1989,132.5,"Comedy, Drama, Family",6.3,314,Prem Chopra
2001,133.0,Action,5.1,16,Girish Dubey
1987,133.0,Action,5.1,16,Parveen Bala
1980,133.0,Action,5.1,16,Puratchchidasan
1988,133.0,Action,4.0,9,K. Bapaiah
2000,133.0,Action,5.1,16,Teshi Venkatesh
2000,133.0,Action,5.1,16,Ha Su Rajashekar
1990,138.0,"Action, Crime",4.2,11,P. Lakshman
1984,108.0,Thriller,6.2,45,Mukul Anand
1984,133.0,Action,6.6,5,Chand
1995,133.0,Action,5.1,16,Vishwa Naidu
2019,145.0,Drama,6.5,24,Alam Siddiqui
2019,103.0,Drama,6.3,1098,Ashish Aryan
1988,150.0,"Action, Drama",4.6,18,S.S. Ravichandra
1982,123.5,Musical,5.300000000000001,11,Ramanna
1968,149.0,"Drama, Romance",7.3,78,Mohan Segal
2017,114.0,Drama,6.9,17,Akshay Dinesh Vaishnav
2017,125.0,"Mystery, Thriller",6.15,217,Milinnd Sagar
2013,90.0,"Action, Adventure, Drama",8.2,45,Batul Mukhtiar
2016,132.0,"Comedy, Drama, Family",7.7,23991,Shakun Batra
1956,150.0,"Action, Adventure",5.8,23,Master Bhagwan
2005,117.0,"Action, Crime, Drama",5.5,1324,Sanjay F. Gupta
1993,86.0,"Comedy, Family, Fantasy",7.1,182,Ajay Karthik
1986,121.0,Drama,5.7,21,Shashilal K. Nair
2004,165.0,Action,5.1,16,Dinesh Chaudhary
1994,120.0,Action,4.0,23,Shiv Kumar
1995,175.0,"Action, Drama, Fantasy",6.8,13394,Rakesh Roshan
2014,115.0,Thriller,4.2,64,Sabir
1983,127.0,"Action, Drama, Musical",6.2,56,Deb Mukherjee
2019,133.0,Action,5.1,16,Sagar Joshi
2005,121.0,Drama,6.5,24,Pankaj Berry
1998,145.0,"Drama, Romance",6.5,1094,Vidhu Vinod Chopra
1958,136.0,Drama,6.5,24,Vasant Joglekar
2018,99.0,Drama,4.8,30,Pawan Kumar Sharma
1990,109.0,Horror,4.1,13,Ashok Punjabi
1990,133.0,Action,5.1,16,Urmila Bhatt
1985,185.0,"Action, Drama",6.1,57,Sunil Hingorani
1982,121.0,Drama,6.5,24,Unknown
1984,130.0,"Crime, Thriller",6.5,43,I.V. Sasi
2014,110.0,"Action, Romance",2.7,128,Rajesh Pandey
2015,128.0,Romance,5.7,21,Vajsi Ahir
1977,156.0,"Drama, Family",6.7,72,B.R. Chopra
1989,121.0,Drama,6.5,24,Sharad Chaudhary
1986,193.0,"Action, Adventure, Drama",7.4,1946,Subhash Ghai
2021,105.0,"Drama, Romance",6.2,81,Kartik Swaminathan Venkatraman
1935,121.0,Drama,6.5,24,J.L. Freer-Hunt
2009,110.0,Drama,2.9,125,Manish Gupta
2008,97.0,"Crime, Drama, Mystery",5.0,105,M.R. Shahjahan
1978,146.0,"Action, Drama",6.0,42,Ram Maheshwari
1995,133.0,Action,5.1,16,Anil Pandit
1980,133.0,Action,7.6,15,Mohan Babu
2020,121.0,Drama,6.5,24,Ganesh Loke
1992,146.0,"Action, Drama",6.2,22,Dayal Nihalani
1985,130.0,Action,4.4,16,Swaroop Kumar
1928,150.0,"Action, Drama, History",7.2,2416,Vishnupant Govind Damle
1922,150.0,"Action, Drama, History",7.2,2416,Shree Nath Patankar
2021,115.0,Sport,5.8,572,Sanjana Reddy
2021,121.0,Drama,6.5,24,Rupender Verma
2006,108.0,Thriller,5.5,22,K. Bhushan
2000,180.0,"Drama, Romance",4.4,237,Rakesh Roshan
1995,143.0,"Action, Drama, Thriller",5.0,58,Raj Kanwar
1979,168.0,"Action, Drama",7.0,55,Mohan Segal
2004,133.0,Action,5.1,16,Ramya Krishnan
2010,135.0,"Drama, Mystery, Romance",7.1,11005,Vijay Lalwani
1999,124.0,"Action, Thriller",5.1,514,Mahesh Bhatt
1988,130.0,Romance,5.7,21,Dayanand
2014,97.0,"Action, Adventure",3.0,7,Panna Hossain
2006,104.0,Family,6.0,14,Ramavtar Tyagi
1978,160.0,"Biography, Drama, Family",7.7,37,A. Bhimsingh
1978,121.0,Drama,6.5,24,Robin Banerjee
1978,120.0,"Drama, Fantasy",5.8,29,Ram Lal Hans
2018,114.0,"Adventure, Comedy, Drama",7.6,13986,Akarsh Khurana
1935,121.0,Drama,6.5,24,Chaudhri M. Raffi
1982,133.0,Action,3.8,5,Anil Ganguly
1980,159.0,"Action, Musical, Romance",7.5,2146,Subhash Ghai
1991,121.0,Drama,5.5,95,Vimal Kumar
2002,173.0,"Action, Crime, Drama",3.9,390,Harry Baweja
2008,142.0,"Action, Drama, Musical",2.1,1238,Satish Kaushik
2019,96.0,Drama,6.6,29,Gajendra Shanker Shrotriya
1992,150.0,"Drama, Romance",5.1,27,K. Bapaiah
2005,107.0,Drama,4.5,63,Rajiv Babbar
1988,157.0,"Action, Drama, Romance",5.1,53,Umesh Mehra
2001,146.0,"Action, Drama",2.9,105,Shibu Mitra
1976,141.5,"Action, Crime, Thriller",5.4,318,Ramesh Bedi
1949,121.0,Drama,6.5,24,Nanabhai Bhatt
1981,133.0,Action,6.4,5,Chand
1990,138.0,"Action, Comedy, Crime",5.3,356,Gautam Bhatia
1984,121.0,Drama,6.5,24,Joginder Shelly
1990,130.0,Romance,5.7,21,N. Sinha
1991,121.0,Drama,6.5,24,Qamar Narvi
1992,133.0,Action,5.1,16,Gautami
1977,137.0,"Action, Thriller",5.3,10,Ashok Roy
1984,145.0,"Action, Drama",5.7,131,Babbar Subhash
1989,142.0,"Action, Crime, Drama",4.9,21,Mohan Segal
2001,130.0,Romance,5.6,7,S.S. Stanley
1993,156.0,"Drama, Romance",4.3,15,Raman Kumar
2005,133.0,Action,5.1,16,Devayani
1989,138.0,"Action, Crime",4.3,13,Shibu Mitra
1974,131.0,"Drama, Romance",5.9,115,Aravind Sen
1991,121.0,Drama,7.0,49,Kumar Shahani
2003,156.0,"Family, Musical, Romance",5.0,86,Ravindra Peepat
1973,134.0,"Action, Family, Mystery",5.4,13,Feroz Chinoy
1951,121.0,Drama,6.5,24,Rajendranath Jolly
2019,134.0,War,3.5,52,Yuvraj Kumar
2018,148.0,"Drama, Thriller",6.7,23,Hussein Khan
1964,168.0,"Comedy, Musical, Romance",7.1,487,Shakti Samanta
1990,109.0,Horror,6.6,25,Sarath Babu
1978,142.0,"Action, Crime, Drama",6.6,411,Ramesh Behl
2001,151.0,"Drama, Mystery, Thriller",6.0,937,Vikram Bhatt
2019,100.0,Drama,8.7,31,Vinod Kamble
2005,121.0,Drama,6.5,24,Unknown
1980,121.0,Drama,5.6,11,Bimal Dutta
1957,152.0,"Drama, Family",6.9,29,Nitin Bose
1983,141.0,"Comedy, Drama",7.8,1113,Sai Paranjape
2019,121.0,Drama,6.5,24,Khalid Mohamed
1989,76.0,Documentary,7.65,34,Bhimsain
2018,110.0,Drama,5.6,10,Karan Kashyap
2018,121.0,Drama,6.5,24,Karan Kashyap
1971,148.0,"Drama, Romance",6.9,34,Brij
2019,100.0,Documentary,7.65,34,Satyajit Halder
1970,167.0,"Drama, Family, Musical",7.2,946,Shakti Samanta
1980,114.5,"Crime, Mystery, Thriller",6.05,84,Amit Bose
1981,199.0,"Action, Comedy, Drama",6.4,92,Anil Hingorani
2013,84.0,"Documentary, Drama",7.8,485,Deepti Kakkar
2006,119.0,Thriller,5.6,24,Sanjay Khanna
2000,86.0,Comedy,5.9,41,Jayashree Kanal
2015,135.0,"Comedy, Drama, Romance",4.9,2856,Nikkhil Advani
2012,132.0,Romance,5.7,21,Dinesh Chaudhary
1963,134.0,"Drama, Family",4.7,9,Niranjan
1994,121.0,Drama,6.5,24,Desh Gautam
2004,127.0,Musical,5.1,46,Rajesh Bhatt
1983,113.0,Mystery,5.85,15,Qamar Narvi
2005,129.0,Mystery,5.85,15,Dinesh Chaudhary
1970,108.0,Thriller,5.5,22,Aruna Irani
1987,119.0,"Comedy, Drama",5.9,29,Rakesh Kumar
1991,154.0,"Action, Crime, Drama",3.2,49,Arjun Hingorani
2002,133.0,Action,5.1,16,Rajendra R. Gupta
2015,112.0,"Comedy, Drama, Family",6.1,458,Nila Madhab Panda
1987,137.0,"Action, Thriller",6.4,33,Shibu Mitra
2017,124.0,Comedy,5.9,41,R.P. Singh
1947,120.0,Adventure,5.75,10,J.U. Trivedi
1997,123.0,"Action, Thriller",3.8,18,Kamal Raj Bhasin
1997,130.0,"Drama, Mystery, Thriller",5.5,101,Partho Ghosh
1972,129.0,Thriller,5.5,22,Janakiram
1999,90.0,"Mystery, Thriller",7.8,3764,Ram Gopal Varma
1983,127.0,Crime,6.4,45,Neelu Arora
1970,121.0,Drama,6.5,24,Sadhana Khote
1954,130.0,Romance,3.6,8,Debaki Bose
1959,139.0,"Drama, Musical",7.1,17,S.N. Tripathi
1972,121.0,Drama,6.5,24,Kedar Sharma
1999,95.0,Thriller,5.5,22,Papu Bahruz
2005,121.0,Drama,6.5,24,Makarand Anaspure
