Year,Duration,Genre,Rating,Votes,Director
1960,133.0,Action,5.1,16,Amarnath
1968,133.0,Action,5.1,16,Unknown
1987,140.0,"Action, Drama",5.1,23,Bapu
1996,159.0,"Action, Drama, Romance",5.8,1559,Harry Baweja
1947,130.0,"Comedy, Romance",7.4,64,Mohan Sinha
1978,131.0,"Comedy, Romance",6.9,206,Basu Chatterjee
1999,188.0,"Drama, Musical, Romance",5.3,1076,Sunny Deol
1966,146.0,"Comedy, Drama, Romance",6.3,18,S.N. Banerjee
2013,108.0,Thriller,5.5,22,Ashish Tyagi
1992,133.0,Action,5.1,16,R S Tara
1962,133.0,Action,5.1,16,R S Tara
1958,138.0,"Action, Comedy, Crime",6.8,56,S.D. Narang
2021,121.0,Drama,6.5,24,Kritik Kumar
2015,121.0,"Comedy, Drama",3.7,176,Japinder Kaur Baweja
2020,121.0,Drama,6.5,24,Ranveer Pratap Singh
2019,102.0,Family,6.0,14,Puneet Prakash
1950,123.0,"Crime, Drama, Mystery",7.1,30,Dwarka Khosla
1987,133.0,Action,5.1,16,S.R. Pratap
1986,160.0,"Action, Comedy, Drama",3.7,1134,K. Muralimohana Rao
1994,172.0,"Action, Drama, Romance",5.7,2755,Harry Baweja
2015,158.0,"Action, Comedy, Drama",5.1,32366,Rohit Shetty
1995,181.0,"Drama, Romance",8.1,65134,Aditya Chopra
1980,120.0,Romance,7.2,58,Rajendra Singh 'Atish'
1992,130.0,Romance,3.5,13,V. Menon
2019,63.0,Drama,6.5,24,Daksh Pandya
1975,130.0,Romance,5.7,21,Vijay Singh
1990,142.0,"Action, Crime, Drama",5.6,127,Yash Chouhan
2015,90.0,Animation,6.3,13,Sidheswar Shukla
1940,127.5,"Action, Fantasy",5.3,17,Nanubhai Vakil
2016,130.0,"Action, Comedy, Romance",4.0,66,Rajiv S. Ruia
2020,60.0,"Mystery, Romance, Thriller",5.7,116,Anurag Jha
1947,134.0,"Drama, Family",6.3,21,Unknown
2016,127.0,"Comedy, Romance",5.8,345,Kesar Matharu
2014,82.0,Romance,5.7,21,Priyanka
2018,65.0,Drama,6.5,24,Raj
2015,130.0,Drama,2.5,575,K.C. Bokadia
1982,135.0,"Drama, Musical, Romance",6.4,1291,Babbar Subhash
2015,124.0,Comedy,5.9,41,Sajit Warrier
1990,135.0,"Comedy, Drama, Musical",7.0,145,Sai Paranjape
2014,119.0,"Action, Thriller",5.2,986,Sanamjit Singh Talwar
2016,124.0,"Action, Adventure, Comedy",5.1,7100,Rohit Dhawan
2016,54.0,"Action, Adventure, Crime",5.85,54,Roger Slagle
2019,130.0,Romance,5.7,21,Sai Kabir
2002,143.0,History,4.2,8,Ashok Kumar
1984,133.0,"Romance, Drama",5.7,7,N.D. Kothari
2002,120.0,Drama,6.5,24,Sidharth Srinivasan
1993,180.0,"Action, Drama",3.8,199,Sameer Malkan
2003,133.0,Action,3.1,13,Jasper
1967,171.0,"Drama, Romance",6.9,117,Mahesh Kaul
1997,130.0,Romance,5.7,21,K.R. Reddy
2010,130.0,Romance,5.7,21,Jiten Purohit
1992,130.0,Romance,5.7,21,M.A. Asravi
1995,143.0,"Action, Drama, Thriller",4.2,54,K. Bapaiah
2019,124.0,Comedy,5.9,41,Sandeep Nath
2017,130.0,Romance,5.7,21,Amit Kasaria
1974,134.0,"Drama, Family",6.3,21,Ajoy Biswas
1976,155.0,Drama,6.9,421,Dulal Guha
1957,143.0,"Comedy, Crime, Drama",8.4,1710,Shantaram Rajaram Vankudre
1997,121.0,Drama,4.2,62,Kirti Kumar
1980,132.0,"Action, Comedy, Drama",7.0,954,Rakesh Kumar
1972,124.0,Drama,6.5,24,Kalpataru
1966,145.5,"Family, Romance",7.3,92,Raj Khosla
1959,137.0,"Drama, Romance",5.5,15,Kedar Kapoor
1947,134.0,"Drama, Family",6.3,21,Munshi Dil
1961,134.0,"Drama, Family",6.3,21,Vishram Bedekar
1969,150.0,"Action, Crime, Drama",6.2,34,Brij
1953,131.0,Drama,8.4,1857,Bimal Roy
1971,141.0,"Action, Drama",6.3,15,Khwaja Ahmad Abbas
1974,133.0,Action,5.1,16,G.H. Sarin
1977,134.0,"Drama, Family",3.5,6,Kewal Misra
2015,120.0,Action,5.3,20,Ashok Gaekwad
1966,130.0,Romance,6.4,27,Hrishikesh Mukherjee
1947,134.0,"Drama, Family",6.3,21,Jagdish Sethi
1981,130.0,Romance,6.5,15,C.V. Rajendran
2010,139.0,"Comedy, Drama, Romance",5.5,35,Akash Pandey
1966,153.0,Romance,5.7,21,Pradeep Kumar
1985,130.0,Romance,5.1,26,A.C. Trilogchander
1993,130.0,Romance,5.7,21,Suraj Prakash
1977,130.0,Romance,5.7,21,Mahmood
1982,149.0,"Drama, Romance",6.0,20,Dulal Guha
2010,112.0,"Comedy, Drama",7.5,5232,Habib Faisal
1968,135.0,"Comedy, Drama",7.2,66,Debu Sen
1960,134.0,"Drama, Family",6.3,21,K. Anand
1955,121.0,Drama,6.5,24,Mahadevan K.J.
1967,142.0,"Action, Adventure, Drama",5.9,41,Mohammed Hussain
1994,124.0,Comedy,2.7,11,Sikander Bharti
1972,127.0,Horror,6.1,88,Tulsi Ramsay
1983,137.0,"Drama, Romance",6.8,5,Durai
1959,138.0,"Action, Crime",5.25,29,Ajit
1982,133.0,Action,5.1,16,Ravi Tandon
1974,133.0,Action,5.1,16,Raj Babu
1992,130.0,Romance,5.7,21,Anup Malik
1979,121.0,Drama,5.9,15,Kedar Kapoor
2020,130.0,Romance,5.7,21,Hammad Khan
1975,135.0,"Comedy, Mystery",6.1,100,Naresh Kumar
1975,130.0,Romance,5.8,9,Jitu Thakar
1999,130.0,Romance,5.7,21,R.P. Swamy
1974,133.0,Action,5.1,16,Jambulingam
1968,160.0,"Drama, Family, Musical",6.5,71,R. Krishnan
1976,134.0,Drama,6.5,24,Jugal Kishore
1983,121.0,Drama,6.5,24,Kavi Raz
2009,126.0,"Comedy, Drama",3.6,1130,David Dhawan
1979,132.0,"Comedy, Crime",6.0,111,Basu Chatterjee
1976,121.0,Drama,6.5,24,Kolli Pratyagatma
2016,128.0,"Action, Drama, Romance",6.5,1411,Deepak Tijori
1958,124.0,Comedy,5.9,41,Tara Harish
1991,133.0,Action,3.2,32,Ajay Kashyap
1966,133.0,Action,5.1,16,Kamran
1978,147.0,"Drama, Family, Romance",7.1,22,Devendra Goel
1974,136.0,"Crime, Drama",7.2,5,P.D. Shenoy
1998,139.0,Action,3.8,24,T.L.V. Prasad
2009,121.0,Drama,6.4,172,Deepti Naval
1991,130.0,Romance,5.7,21,Ravi Rai
1958,161.0,"Drama, Family",6.0,7,Abdul Rashid Kardar
1974,140.0,"Action, Comedy, Drama",6.7,59,S. Ramanathan
1980,135.0,"Action, Thriller",5.7,54,Raj Khosla
1989,158.0,"Action, Thriller",4.4,104,Ajay Kashyap
1969,165.0,"Drama, Romance",7.0,273,Raj Khosla
1952,134.0,"Drama, Family",6.3,21,Bal Chhabra
1971,130.0,Drama,6.3,9,Feroz Chinoy
1997,146.0,"Action, Drama",4.4,16,Lekh Tandon
2000,130.0,Romance,5.7,21,Naresh Goswami
1957,138.0,"Action, Comedy, Crime",5.9,7,Ismail Memon
1983,121.0,Drama,6.5,24,Jugal Hansraj
1976,146.0,"Action, Drama",5.5,66,Kewal Misra
1956,133.0,Action,5.1,16,Unknown
1979,142.0,"Action, Adventure, Drama",6.3,18,Raja Nawathe
1977,145.0,Action,3.3,6,Sukhdev Ahluwalia
1951,137.0,"Drama, Romance",7.7,9,D.D. Kashyap
1975,142.0,"Action, Crime, Drama",6.3,7,S.D. Narang
1970,133.0,Action,5.1,16,B.J. Patel
1959,139.0,"Action, Crime, Drama",7.1,69,Tara Harish
1982,133.0,Action,4.6,7,S.D. Narang
1988,110.0,Action,6.4,24,Satpal
2018,93.0,Comedy,5.9,41,Tarun Raj
1972,133.0,Action,4.9,8,Kewal Misra
1984,133.0,Action,5.1,16,Kewal Misra
2014,90.0,Thriller,7.1,29,Param Gill
2018,66.0,"Drama, Romance",6.9,59,Bejoy Nambiar
2017,106.0,"Horror, Mystery",3.7,325,Prawaal Raman
2021,108.0,Thriller,5.5,22,Anurag Kashyap
2004,135.0,"Musical, Drama",3.2,129,Shashi Ranjan
1940,144.0,Drama,6.5,6,Phani Majumdar
2021,108.0,Thriller,7.9,65,Mukul Abhyankar
1972,108.0,Thriller,5.5,22,B. Gupta
2019,79.0,"Animation, Adventure, Family",5.9,528,Matt Flynn
1969,156.0,"Drama, Romance",7.2,59,Adurthi Subba Rao
1998,170.0,"Drama, Romance",6.4,505,Priyadarshan
2015,98.0,"Comedy, Romance",4.5,2880,Abhishek Dogra
2019,126.0,"Comedy, Drama",5.4,4755,Alankrita Shrivastava
2019,129.0,"Drama, Thriller",4.9,46,Mahendra Teredesai
2006,171.0,"Action, Crime, Thriller",7.2,35121,Farhan Akhtar
1978,166.0,"Action, Crime, Thriller",7.8,11591,Chandra Barot
2011,148.0,"Action, Crime, Thriller",7.1,50435,Farhan Akhtar
2019,135.0,Comedy,5.9,41,Virag Mishra
2008,112.0,"Comedy, Drama",4.7,60,Ashim S. Samanta
2016,139.0,"Action, Drama, Musical",3.9,155,Hadi Abrar
2019,90.0,Animation,6.3,13,Rahul Singh
2013,62.0,Documentary,7.65,34,Julia Waterhous
2006,83.0,"Adventure, Drama, Music",6.7,17,Joel Palombo
1990,168.0,"Action, Drama, Fantasy",4.6,118,Ashok Gaekwad
2007,121.0,Drama,6.5,24,Suresh Jain
1964,134.0,"Drama, Family",5.0,8,Nitin Bose
2016,121.0,Drama,6.5,24,Anshuman Barua
2017,99.0,Drama,4.0,7,Agrawal Mukesh Narayan
1983,121.0,Drama,6.5,24,Darshan Laad
1964,153.0,"Drama, Musical",8.2,53,Kishore Kumar
1971,138.0,Drama,7.7,47,Kishore Kumar
1964,135.0,Romance,6.0,33,Devendra Goel
1991,121.0,Drama,6.5,24,Charu Kamal Hazarika
1980,121.0,Drama,6.5,24,Kishore Kumar
2020,119.0,"Comedy, Drama",6.2,1336,Gagan Puri
1989,121.0,Drama,6.5,24,Raj Dutta
1979,134.0,"Drama, Family",6.1,18,Bhimsain
1977,137.0,"Drama, Family, Romance",7.0,168,Ramesh Talwar
2004,108.0,Thriller,5.5,22,Unknown
1982,130.0,Romance,5.7,21,Uzma Ghazanfar
1982,121.0,Drama,6.5,24,B.R. Ishara
1991,108.0,Thriller,5.5,22,Silk Smitha
1983,153.0,"Drama, Family",6.9,15,Lekh Tandon
1947,140.0,"Drama, Family",6.3,21,Ram Daryani
1974,134.0,"Drama, Family",6.2,8,Gogi Anand
2006,147.0,Drama,7.9,5785,Nagesh Kukunoor
2007,141.0,"Crime, Drama, Mystery",5.3,13,Pappu Palviendra
1944,121.0,Drama,6.0,6,Shaukat Hussain Rizvi
1974,164.0,Drama,7.0,222,Dulal Guha
1989,162.0,Action,5.2,36,K. Muralimohana Rao
1944,121.0,Drama,6.5,24,Sm Yusuf
1971,133.0,Action,5.1,16,Chand
1989,141.0,"Action, Comedy",4.3,30,C.P. Dixit
2005,121.0,Drama,6.5,24,Abbas
2021,124.0,Comedy,5.9,41,Collin D'Cunha
1964,163.0,"Drama, Family, Musical",8.4,1552,Satyen Bose
1986,152.0,"Action, Drama",5.7,71,Rama Rao Tatineni
2002,121.0,Drama,6.5,24,Unknown
2019,130.0,Drama,3.3,46,Hadi ali Abar
1993,146.0,"Action, Drama",3.3,6,Mohanji Prasad
2019,130.0,Comedy,5.9,41,Partho Ghosh
2005,136.0,"Drama, Romance",5.5,2462,Suneel Darshan
2011,133.0,Action,5.8,21,Raghuraj
1972,137.0,"Action, Thriller",4.9,24,Gogi Anand
2005,104.0,Comedy,4.2,44,Vicky Tejwani
2011,138.0,"Comedy, Crime, Drama",3.8,3642,Indra Kumar
1999,124.0,Comedy,5.9,41,Ken Ghosh
2018,102.0,Thriller,8.2,37,Jaimin Bal
1987,121.0,Drama,6.5,24,Suhaas Khandke
2015,92.0,Drama,7.0,62,Zaigham Imam
2003,108.0,Thriller,5.5,22,Shakeela
2014,101.0,Comedy,6.0,2860,Jean-François Pouliot
1978,76.0,Documentary,7.65,34,Khwaja Ahmad Abbas
1947,124.0,"Biography, Drama, War",6.8,77,Shantaram Rajaram Vankudre
1944,121.0,Drama,6.5,24,Kishore Sharma
2000,121.0,Drama,6.5,24,Ramesh Talwar
1962,121.0,Drama,6.5,20,Rajendra Bhatia
1959,133.0,Action,5.1,16,Jal
1999,92.0,Horror,3.8,18,Bhooshan Lal
2013,137.0,Horror,1.9,128,Vinayan
1931,124.0,Drama,5.3,6,Bhagwati Prasad Mishra
1944,137.0,Fantasy,6.65,13,Baburao Patel
2014,83.0,"Documentary, History",8.1,8,Linda Aïnouche
2016,113.0,Mystery,5.85,15,Abdul Rahman Kazi
1977,126.0,"Romance, Thriller",5.9,186,Pramod Chakravorty
2019,132.0,"Comedy, Romance",7.0,12276,Raaj Shaandilyaa
2016,100.0,"Crime, Drama, Mystery",6.35,402,Vishal Raj
2017,198.0,Drama,6.5,24,Raj Rajawat
2010,51.0,Documentary,7.65,34,Nirmal Chander
2014,95.0,"Drama, Music",6.6,329,Mohit Srivastava
2009,110.0,"Drama, Music, Musical",6.2,12,Aashish Chanana
2013,120.0,Drama,5.2,15,Sumana Mukherjee
1990,171.0,Drama,7.1,84,Govind Nihalani
2002,121.0,Drama,6.5,24,Unknown
2015,163.0,"Crime, Drama, Mystery",8.2,74326,Nishikant Kamat
2019,147.0,"Action, Crime, Thriller",3.5,6418,Tarun Mansukhani
2000,121.0,Drama,6.5,24,Lernert Engelberts
1994,162.0,"Drama, Thriller",7.6,390,Govind Nihalani
1992,130.0,"Action, Crime, Romance",5.9,135,Gurdip Singh
1995,121.0,Drama,6.5,24,Unknown
2017,103.0,Drama,6.5,24,Vishakh Punna
2011,60.0,"Documentary, Comedy, Drama",7.3,22,Steven Lake
2005,124.0,Comedy,7.0,46,Aditya Bhattacharya
2003,130.0,Comedy,4.6,850,Imtiaz Punjabi
1994,156.0,"Musical, Romance",6.5,276,K. Balachander
2004,137.0,"Drama, Romance",3.7,11,Iqbal Durrani
1974,121.0,Drama,6.5,24,Sandeep Kumar
1988,121.0,Drama,6.5,24,Syed-Hasan
1994,127.0,"Comedy, Crime, Drama",4.6,262,Vimal Kumar
2015,160.0,Drama,5.2,13,Rajkumar R. Pandey
1949,133.0,"Musical, Romance",6.5,31,Abdul Rashid Kardar
1982,148.0,"Family, Drama",5.8,25,Anwar Pasha
1964,141.0,"Comedy, Drama, Family",7.1,90,Ravindra Dave
2010,152.0,"Comedy, Drama, Romance",4.2,2487,Mudassar Aziz
1974,121.0,Drama,6.7,31,C.V. Rajendran
1958,121.0,Drama,6.2,5,V.M. Vyas
1999,109.0,Horror,4.7,18,Dinesh Thakkar
1999,154.0,"Action, Drama, Romance",5.7,35,Babbar Subhash
2016,159.0,"Action, Drama, Family",5.1,19,Rajkumar R. Pandey
2005,108.0,Thriller,5.5,22,Unknown
1967,170.0,"Crime, Drama, Music",6.7,40,D.D. Kashyap
2000,158.0,"Comedy, Drama, Romance",5.1,3238,David Dhawan
1977,165.0,"Musical, Drama, Family",7.9,62,Lekh Tandon
1998,143.0,Comedy,6.6,2610,Harmesh Malhotra
2003,166.0,"Action, Crime, Drama",5.6,1597,Eeshwar Nivas
2005,133.0,Action,5.1,16,Murali
2016,109.0,Drama,7.3,28,Sharat Katariya
2015,110.0,"Comedy, Drama, Romance",7.5,18540,Sharat Katariya
2011,128.0,"Action, Crime, Drama",6.2,3860,Rohan Sippy
2000,133.0,Action,5.1,8,Bhanupriya
2007,79.0,"Animation, Comedy, Drama",4.8,13,Amol Palekar
1968,127.0,"Crime, Drama",7.1,61,T. Prakash Rao
1949,134.0,"Drama, Family",6.3,21,S.F. Hasnain
1984,169.0,"Action, Drama",7.0,192,Ramesh Talwar
1955,121.0,Drama,6.5,24,Om Prakash
1966,130.0,Romance,5.7,21,Agha
1960,135.0,"Drama, Family, Romance",4.3,7,J.B.H. Wadia
1974,137.0,"Drama, Romance",5.2,6,Kundan Kumar
1997,121.0,Drama,6.5,24,Mohan Sulibhavi
2017,110.0,Comedy,5.9,41,Karan Kashyap
1938,121.0,Drama,6.5,24,G.P. Pawar
1971,121.0,Drama,6.5,24,C.V. Sridhar
1979,139.0,"Action, Thriller",7.0,78,Tinnu Anand
1937,166.0,Drama,6.9,31,Shantaram Rajaram Vankudre
1959,135.0,"Drama, Family, Romance",5.2,13,V. Avadhoot
1987,124.0,Comedy,5.9,41,Unknown
1957,123.0,"Comedy, Drama",5.4,5,M. Sadiq
1996,137.0,"Drama, Romance",6.2,81,Yash Chouhan
1977,121.0,Drama,5.9,7,Ram Kelkar
1978,108.0,Thriller,5.5,22,Z.M. Basu
2015,95.0,"Drama, Romance",6.3,33,Tonje Gjevjon
2010,137.0,"Drama, Romance",3.7,143,Sanjay Sharma
2019,130.0,Romance,5.7,21,Kapil Kaustubh Sharma
1998,164.0,"Action, Comedy, Crime",5.6,7174,Mahesh Bhatt
2003,87.0,Horror,4.7,18,Jaspal Neelam
2002,147.0,Comedy,6.5,50,Kanti Shah
1973,121.0,Drama,6.2,5,Hari Walia
1983,143.0,"Action, Crime, Drama",6.2,33,Ambrish Sangal
1939,135.0,Drama,6.5,24,Franz Osten
2002,116.0,Drama,4.6,17,J.D. Chakravarthi
2002,116.0,Action,5.1,16,Devayani
1959,121.0,Drama,6.5,24,Ranga B.S.
1962,121.0,Drama,6.5,24,Adarsh
1985,138.0,"Action, Crime",6.3,21,Shibu Mitra
1986,124.0,"Drama, Fantasy",6.7,7,K.S. Rami Reddy
2020,155.0,"Horror, Thriller",3.8,4976,Ashok G.
1996,133.0,Action,5.1,16,Sanjay Bhattacharya
1996,133.0,Action,5.1,16,Sanjay Bhattacharya
1997,133.0,Action,9.1,44,Mukul Anand
2007,110.0,Drama,5.7,1556,Meghna Gulzar
1966,162.0,"Comedy, Drama, Musical",6.6,44,Devendra Goel
1976,155.0,"Action, Comedy, Drama",5.6,104,Madan Mohla
2010,120.0,"Comedy, Drama",6.9,301,Ajoy Varma
1998,145.0,"Crime, Drama, Thriller",6.9,1841,Tanuja Chandra
1990,146.0,"Action, Drama",5.4,38,Shakti Samanta
1957,138.0,Drama,7.1,17,Raj Rishi
1950,121.0,Drama,6.5,24,Phani Majumdar
1991,133.0,Action,4.0,22,Anil Ganguly
1996,153.0,Drama,4.0,652,Mehmood
1992,129.0,"Action, Romance",5.0,25,Jagdish A. Sharma
2002,133.0,Action,6.6,23,Imran Khalid
1995,156.0,"Action, Drama, Romance",4.9,213,Sanjay Khanna
1984,110.0,Crime,6.0,9,Muktha V. Srinivasan
1971,177.0,Drama,7.1,200,Dulal Guha
2004,108.0,Thriller,5.5,22,Munir Khan
2021,98.0,"Adventure, Drama",6.0,29,Glen Barreto
1986,133.0,Action,4.4,15,Ravikant Nagaich
1973,82.0,"Drama, Fantasy, Romance",7.0,577,Mani Kaul
2009,51.0,"Crime, Drama, Mystery",6.1,15,Chhatrapal Ninawe
1956,121.0,Drama,6.5,24,Natwar Shyam
2019,76.0,Documentary,8.4,8,Avinash Kumar Singh
2021,122.0,"Comedy, Drama, Mystery",5.4,2846,Madhu Shrikaar
1998,110.0,"Drama, Romance, War",7.7,7523,Deepa Mehta
2014,125.0,Sci-Fi,4.3,27,Varun Middha
2012,105.0,"Crime, Drama",7.4,199,D. Sumana Kittur
2001,138.0,"Comedy, Drama",4.5,126,Srinivasa Rao Jonnalagadda
2019,98.0,"Comedy, Drama",7.4,1247,Prateek Vats
1994,133.0,"Action, Comedy, Crime",4.7,325,David Dhawan
1982,133.0,Action,3.0,7,Pachhi
2011,52.0,Documentary,7.65,34,Sriprakash
1989,147.0,"Drama, Musical, Family",7.2,455,K. Viswanath
1991,180.0,Documentary,7.65,34,Ruchir Joshi
1981,130.0,Romance,5.7,21,S. Yusuf
2001,116.0,"Drama, Romance",5.6,95,Mahesh Manjrekar
1970,130.0,Romance,5.8,11,Shiv Kumar
2006,109.0,Horror,4.6,38,Karan Razdan
2019,111.0,"Animation, Action, Adventure",6.8,556,Jeong-beom Lee
1946,141.0,"Comedy, Drama",6.5,8,D.N. Pai
2007,127.0,"Crime, Drama",5.0,8,Shekhar S. Jha
2010,127.0,"Comedy, Crime, Drama",3.5,8,Prakash Saini
2005,108.0,Thriller,5.5,22,Unknown
1988,121.0,Drama,6.5,24,Khwaja Ahmad Abbas
2018,123.0,Drama,7.8,10,Mayur Katariya
1987,133.0,Action,6.6,16,Kamal Batra
2000,109.0,Horror,4.7,18,R. Somasundram
2019,108.0,Thriller,5.5,22,Nirbhay Chaudhary
1972,115.0,Drama,7.7,10,Mrinal Sen
2005,142.0,"Action, Crime, Drama",5.2,1601,Apoorva Lakhia
2000,71.0,Family,5.7,16,Sunil Advani
2003,120.0,Drama,6.7,46,K.P. Sasi
1996,162.0,"Action, Romance, Drama",4.5,11,Ravi Raja
2000,133.0,Action,5.1,16,Radhika Chaudhari
2017,101.0,Drama,6.5,24,Rajeev Kumar
1959,111.0,"Adventure, Fantasy, Romance",6.050000000000001,18,Gunjal
2002,121.0,Drama,6.5,24,Israr Ahmed
1991,133.0,Action,5.1,16,Nagma
1981,153.0,"Action, Thriller",6.3,47,Ashok Roy
1993,133.0,Action,5.1,16,Sivaranjini
2005,108.0,Thriller,5.5,22,U.C. Roshan
2001,133.0,Action,5.2,8,Inayat Mahshar
2005,133.0,Action,5.1,16,Birbal
1987,109.0,Horror,4.7,18,Ramesh Bedi
2004,133.0,Action,5.1,16,Unknown
2001,113.0,Mystery,5.85,15,Jugraj
2004,130.0,Romance,5.7,21,H. Gautam
2005,133.0,Action,5.1,16,Mohanlal
1982,133.0,Action,5.1,16,R.P. Swamy
1996,133.0,Action,5.1,16,Brahmanandam
1986,139.0,"Action, Drama",6.6,18,Bhaskar Shetty
2002,110.0,Crime,3.5,6,M.I. Raj
1995,133.0,Action,5.1,16,C. Arunpandian
1978,124.0,Comedy,5.9,41,Sushil Vyas
1978,132.0,"Comedy, Drama",5.5,8,Mehmood
1998,108.0,Thriller,5.5,22,Priti Gill
1983,137.0,Drama,6.7,13,Jagdish Sidana
1980,142.0,"Drama, Family, Romance",7.0,41,Lekh Tandon
2010,79.0,Romance,5.7,21,Shashi Shekhar
1980,147.0,Drama,6.3,30,Vinod Pande
2004,108.0,Thriller,5.5,22,Amrutha
2003,130.0,Romance,5.7,21,Asif
1972,134.0,"Drama, Family",6.1,19,Ram Mukherjee
2020,100.0,Drama,8.5,6,Suzad Iqbal Khan
1972,109.0,"Action, Drama",4.7,17,S.M. Abbas
2019,110.0,Drama,6.5,24,Sharad Raj
2004,108.0,Thriller,5.5,22,Firoz Ali
1999,133.0,Action,5.1,16,Abbas
2019,108.0,Thriller,5.5,22,Ishraq Shah
1986,133.0,Drama,7.1,124,Sukhwant Dhadda
1983,133.0,Action,5.1,16,Bapu
2007,143.0,"Adventure, Comedy, Crime",7.3,4874,Sanjay M. Khanduri
2002,122.0,Drama,2.9,554,Shashilal K. Nair
1985,139.0,Drama,6.6,14,Vijay Sadanah
1987,121.0,Drama,5.3,10,K. Raghavendra Rao
1998,121.0,Drama,6.5,24,Unknown
1985,133.0,Action,3.8,5,Kalidas
1978,121.0,Drama,6.5,24,Unknown
1963,146.0,"Comedy, Drama, Romance",6.4,52,R.C. Talwar
2003,95.0,Thriller,3.9,78,Anant Balani
1971,126.0,"Romance, Thriller",5.800000000000001,70,Kamal Sharma
1989,105.0,Drama,7.1,257,Mrinal Sen
2005,121.0,Drama,6.5,24,Bappaditya Roy
1983,121.0,Drama,5.4,11,Desh Gautam
1964,129.0,"Action, Adventure, Drama",5.9,41,Jugal Kishore
1945,124.0,"Drama, History",3.8,5,Sohrab Modi
2011,125.0,"Drama, Thriller",4.9,17,Rajeev Virani
1971,90.0,Animation,6.3,13,Bhimsain
1953,140.0,Comedy,5.9,41,R.K. Shoery
1991,121.0,Drama,6.5,24,Pushkar Jog
1980,133.0,Action,6.2,21,Vijay Anand
1990,122.0,"Biography, Drama",8.3,1330,Tapan Sinha
2021,90.0,Drama,6.5,24,Leena Malhotra
1981,167.0,"Drama, Musical, Romance",7.5,1081,K. Balachander
2007,121.0,Drama,6.5,24,Krishna Vamsi
1942,121.0,Drama,6.5,24,Moti B. Gidwani
1957,137.0,Drama,6.4,14,Dulal Guha
1975,136.0,Drama,6.5,24,S.S. Balan
1991,100.0,Drama,7.2,78,Girish Kasaravalli
1987,76.0,Documentary,6.9,8,Goutam Ghose
2019,121.0,Drama,6.5,24,Manoj Kumar
2019,116.0,"Drama, Family",6.3,21,Manoj Kumar
2000,108.0,Thriller,5.5,22,Manjul Kapoor
1980,141.5,"Action, Crime, Thriller",4.6,8,Yogi Kathuria
1968,108.0,Thriller,5.5,22,Unknown
1975,128.0,Romance,5.7,21,Avtar Bhogal
2017,105.0,Drama,2.5,104,Suneel Darshan
1972,140.0,"Comedy, Drama, Romance",5.4,18,S.M. Abbas
2004,120.0,"Crime, Drama, Mystery",7.5,6992,Sriram Raghavan
1994,133.0,Action,5.1,16,Raghuvaran
1981,144.0,"Drama, Family, Romance",5.8,136,Rama Rao Tatineni
2005,108.0,Thriller,5.5,22,Milind Gunaji
2000,130.0,Romance,5.7,21,Unknown
1988,143.0,"Action, Drama, Thriller",4.9,16,Pravin Bhatt
1977,121.0,Drama,6.2,25,Mohan Segal
1993,130.0,Action,3.4,186,Deepak Bahry
2003,133.0,Action,5.8,39,Tinnu Anand
1992,145.0,"Comedy, Drama",7.0,106,Jabbar Patel
1983,151.0,"Family, Romance",6.5,51,Rajiv Mehra
1957,134.0,"Drama, Family",7.4,5,Kalidas
1982,133.0,Action,3.4,12,S.P. Muthuraman
1995,133.0,Action,5.1,16,Lalit Kohli
2016,119.0,Drama,6.5,24,Aziz Zee
2004,133.0,Action,5.1,16,Sathyaraj
1985,121.0,Drama,6.5,24,Raj Kiran
1968,120.0,"Drama, Family, Romance",6.3,10,Vasant Joglekar
2018,52.0,"Drama, Sci-Fi",6.050000000000001,87,Anugrah Agnihotri
1960,134.0,"Drama, Family",6.5,20,Raj Rishi
2018,120.0,"Comedy, Romance",5.8,345,S.R. Pratap
2005,143.0,"Comedy, Crime, Thriller",5.7,595,Suparn Varma
1972,123.0,"Action, Musical",6.3,7,Ravi Khanna
2019,76.0,Documentary,7.65,34,Kireet Khurana
2007,126.0,"Action, History",6.5,43,Gajendra Ahire
2002,124.0,Comedy,5.9,41,Ishrat Ali
1973,122.0,"Adventure, Drama, Musical",6.1,14,Prakash Mehra
1992,162.0,"Comedy, Romance",5.7,1073,Vijay Sadanah
2004,130.0,Romance,5.7,21,Unknown
1974,130.0,Romance,5.7,21,Desh Gautam
2019,120.0,"Comedy, Drama, Romance",5.5,3934,Shelly Chopra Dhar
1961,121.0,Drama,6.5,24,Roop K. Shorey
2001,133.0,Action,6.1,9,Jitendra Chawda
2005,133.0,Action,5.1,16,Bhanuchander
1975,134.0,"Drama, Family",7.0,65,Devendra Goel
1986,138.0,Romance,6.9,17,Ravi Tandon
2012,110.0,"Comedy, Drama, Romance",5.7,6485,Shakun Batra
2005,130.0,Romance,5.7,21,Rana Jung Bahadur
1969,121.0,Drama,6.5,24,Khalid Akhtar
1986,121.0,Drama,6.5,24,Rajesh Varma
1973,121.0,Drama,6.5,24,Unknown
1987,121.0,Drama,6.5,24,Kavi Raz
1962,132.5,"Action, Comedy, Mystery",6.7,49,Raj Khosla
1973,134.0,"Drama, Family",6.7,12,Virendra Sinha
2004,79.0,Thriller,5.5,22,Kanti Shah
1991,108.0,Thriller,5.5,22,P K Krishnan
1984,121.0,Drama,6.7,55,K. Balachander
1970,136.0,Drama,6.1,10,Vishram Bedekar
